condition_id,state_representation,endpoint_mode,operator_pool,seed,n_folds,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6j_028,fes_tfc,z_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,0.06361658297007824,-0.013296438003387819,0.0729111332601097,0.030387844862055178,470,0.9860557768924303
b6j_028,fes_tfc,z_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,0.06361658297007824,0.043570662784382715,0.02868076090188927,0.13554578168732506,470,0.9860557768924303
b6j_028,fes_tfc,z_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,0.06361658297007824,0.013439544135598301,0.05524488314683103,0.0667732906837265,470,0.9860557768924303
b6j_028,fes_tfc,z_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,0.06361658297007824,1.2219141327632141,-1.1705681579761857,1.0,470,0.9860557768924303
b6j_029,fes_tfc,rank_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.141485374135006,0.12357872768290303,0.026659934287627682,0.124750099960016,465,0.9860557768924303
b6j_029,fes_tfc,rank_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,0.141485374135006,-0.002339527776537548,0.14357069458570215,0.00039984006397441024,465,0.9860557768924303
b6j_029,fes_tfc,rank_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,0.141485374135006,0.05442482434520921,0.09851414901623987,0.00039984006397441024,465,0.9860557768924303
b6j_029,fes_tfc,rank_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,0.141485374135006,0.005931578304410205,0.14376902723714574,0.00039984006397441024,465,0.9860557768924303
b6j_029,fes_tfc,rank_reward,full,60810,5,8,200,true_policy_vs_oracle,0.141485374135006,1.1117820538752037,-0.9902032064359754,1.0,465,0.9860557768924303
b6j_030,fes_tfc,rank_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.11033445733449916,0.07474868540399822,0.05034524798051153,0.012395041983206718,457,0.9860557768924303
b6j_030,fes_tfc,rank_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,0.11033445733449916,0.004152473224942009,0.11200301710068408,0.0011995201919232307,457,0.9860557768924303
